# time 'GFP' 'RNA' 'RNAP_pspark'
 4.555000E+03 2212 339 1
 4.560000E+03 2218 340 0
 4.565000E+03 2222 340 0
 4.570000E+03 2230 340 0
 4.575000E+03 2236 343 0
 4.580000E+03 2243 343 0
 4.585000E+03 2247 343 0
 4.590000E+03 2257 343 0
 4.595000E+03 2266 344 0
 4.600000E+03 2269 345 0
 4.605000E+03 2279 345 0
 4.610000E+03 2287 345 0
 4.615000E+03 2293 346 0
 4.620000E+03 2302 346 0
 4.625000E+03 2309 345 0
 4.630000E+03 2315 346 0
 4.635000E+03 2321 346 0
 4.640000E+03 2329 346 0
 4.645000E+03 2336 346 0
 4.650000E+03 2344 346 0
 4.655000E+03 2351 346 0
 4.660000E+03 2360 346 0
 4.665000E+03 2361 346 0
 4.670000E+03 2368 346 0
 4.675000E+03 2370 346 0
 4.680000E+03 2374 346 0
 4.685000E+03 2385 347 0
 4.690000E+03 2393 347 0
 4.695000E+03 2396 348 0
 4.700000E+03 2399 348 0
 4.705000E+03 2406 348 0
 4.710000E+03 2415 350 0
 4.715000E+03 2425 350 0
 4.720000E+03 2429 350 0
 4.725000E+03 2434 350 0
 4.730000E+03 2440 350 0
 4.735000E+03 2443 350 0
 4.740000E+03 2451 350 0
 4.745000E+03 2454 351 0
 4.750000E+03 2464 351 0
 4.755000E+03 2469 351 0
 4.760000E+03 2473 351 0
 4.765000E+03 2485 352 0
 4.770000E+03 2499 353 0
 4.775000E+03 2507 353 0
 4.780000E+03 2518 353 0
 4.785000E+03 2530 354 0
 4.790000E+03 2538 355 0
 4.795000E+03 2541 356 0
 4.800000E+03 2548 356 0
 4.805000E+03 2552 357 0
 4.810000E+03 2558 358 0
 4.815000E+03 2559 358 0
 4.820000E+03 2564 358 0
 4.825000E+03 2570 358 0
 4.830000E+03 2577 358 0
 4.835000E+03 2583 358 0
 4.840000E+03 2590 358 0
 4.845000E+03 2591 359 0
 4.850000E+03 2596 361 0
 4.855000E+03 2607 361 0
 4.860000E+03 2614 361 0
 4.865000E+03 2621 361 0
 4.870000E+03 2627 361 1
 4.875000E+03 2633 362 0
 4.880000E+03 2637 362 0
 4.885000E+03 2641 364 0
 4.890000E+03 2646 365 0
 4.895000E+03 2653 365 0
 4.900000E+03 2659 366 0
 4.905000E+03 2666 366 0
 4.910000E+03 2669 367 0
 4.915000E+03 2673 367 0
 4.920000E+03 2675 367 0
 4.925000E+03 2680 367 0
 4.930000E+03 2690 367 0
 4.935000E+03 2702 367 0
 4.940000E+03 2708 367 0
 4.945000E+03 2718 368 0
 4.950000E+03 2724 368 0
 4.955000E+03 2730 368 0
 4.960000E+03 2737 368 0
 4.965000E+03 2746 370 0
 4.970000E+03 2752 371 0
 4.975000E+03 2760 371 0
 4.980000E+03 2767 371 0
 4.985000E+03 2776 371 0
 4.990000E+03 2790 372 0
 4.995000E+03 2798 372 0
 5.000000E+03 2805 372 0
