# time 'GFP' 'RNA' 'RNAP_pspark' 'GFP_Protease' 'Full_chain' 'tr1' 'RNAP' 'Rib' 'Protease' 'RNAPDeg' 'RNAP_dna' 'RNAP_rna' 'RNAP_dna_rna' 'RNAP_any' 'RNAP_psparktss' 'RNAP_RBS1' 'RNA_RBS1' 'RNAP_spaK' 'RNAP_RBS2' 'RNAP_spaR' 'RNAP_Ter1' 'RNAP_SpaRBS' 'RNAP_pSpaS' 'RNAP_pSpaStss' 'RNAP_RBS3' 'RNAP_gfp' 'RNAP_Ter2'
 2.030000E+03 37 176 0 30 0 163 1226 9976 51 70 0 23 1 1250 0 5 36 0 12 0 1 2 2 1 1 0 0
 2.040000E+03 36 176 0 30 0 160 1231 9971 51 70 0 19 0 1250 0 8 36 0 11 0 2 2 2 1 2 1 0
 2.050000E+03 39 180 0 30 0 163 1231 9967 49 70 0 19 0 1250 0 5 36 1 17 0 2 3 2 1 2 0 0
 2.060000E+03 41 181 0 30 0 167 1229 9967 46 71 0 21 0 1250 0 10 36 3 12 1 0 3 2 1 1 0 0
 2.070000E+03 43 181 0 30 0 167 1232 9970 42 71 0 18 0 1250 0 11 36 2 11 0 1 1 1 1 2 0 0
 2.080000E+03 42 184 0 30 0 168 1232 9970 43 71 0 18 0 1250 0 9 36 2 12 1 1 1 1 2 1 0 0
 2.090000E+03 41 188 0 30 0 164 1231 9969 45 70 0 19 0 1250 0 7 36 2 14 0 1 1 2 2 2 0 0
 2.100000E+03 39 193 0 30 0 164 1229 9964 44 70 0 21 0 1250 0 11 36 1 14 0 1 1 2 2 3 1 0
 2.110000E+03 38 192 0 30 0 165 1230 9967 42 69 0 20 0 1250 0 7 36 0 14 0 0 2 3 3 3 1 0
 2.120000E+03 43 191 0 30 0 164 1230 9974 44 68 0 20 0 1250 0 6 36 0 10 0 2 2 2 2 2 0 0
 2.130000E+03 43 192 0 30 0 165 1232 9974 45 69 0 18 0 1250 0 6 36 1 9 0 1 2 2 2 3 0 0
 2.140000E+03 41 192 1 30 0 163 1231 9966 43 70 1 18 0 1250 0 6 36 3 15 0 0 2 2 2 4 0 0
 2.150000E+03 42 194 0 31 0 166 1232 9971 42 67 0 18 0 1250 0 8 36 1 13 0 0 2 2 1 2 0 0
 2.160000E+03 41 194 1 30 0 166 1230 9968 40 69 1 19 0 1250 0 11 36 0 11 0 2 2 2 2 2 0 0
 2.170000E+03 41 193 0 30 0 164 1229 9972 39 71 0 21 0 1250 0 5 36 1 14 0 0 3 2 1 2 0 0
 2.180000E+03 41 192 1 30 0 162 1228 9967 43 72 1 21 0 1250 0 15 36 1 9 1 0 2 2 1 2 0 0
 2.190000E+03 41 192 0 30 0 164 1230 9967 42 73 0 20 0 1250 0 12 37 1 11 1 1 2 2 2 1 0 0
 2.200000E+03 42 193 0 30 0 166 1231 9969 37 73 0 19 0 1250 0 7 37 0 14 0 1 2 3 2 2 0 0
 2.210000E+03 47 194 0 30 0 169 1231 9971 36 71 0 19 0 1250 0 8 37 2 10 0 1 2 2 2 1 1 0
 2.220000E+03 47 196 0 30 0 167 1229 9970 34 70 0 20 1 1250 0 9 38 3 11 0 0 2 2 1 1 1 0
 2.230000E+03 44 198 0 30 0 167 1229 9968 33 71 0 20 1 1250 0 8 39 4 13 1 2 2 2 0 0 0 0
 2.240000E+03 48 198 0 30 0 168 1231 9964 33 69 0 19 0 1250 0 11 39 2 15 1 1 2 2 0 2 0 0
 2.250000E+03 46 197 0 30 0 170 1231 9962 33 70 0 19 0 1250 0 16 39 0 15 1 2 2 2 0 0 0 0
 2.260000E+03 45 200 0 30 0 170 1228 9971 29 70 0 20 2 1250 0 9 40 1 13 1 0 2 2 0 1 0 0
 2.270000E+03 43 201 0 30 0 173 1232 9966 27 69 0 18 0 1250 0 13 40 1 12 1 1 2 2 0 2 0 0
 2.280000E+03 50 203 0 30 0 172 1230 9970 27 69 0 20 0 1250 0 9 40 1 12 2 1 2 2 0 0 0 1
 2.290000E+03 53 204 0 30 0 174 1229 9967 25 64 0 21 0 1250 0 12 39 0 10 0 2 3 3 0 2 1 0
 2.300000E+03 58 204 0 30 0 174 1228 9972 22 65 0 22 0 1250 0 10 39 0 8 2 2 2 2 0 2 0 0
 2.310000E+03 60 204 0 30 0 173 1227 9969 21 66 0 23 0 1250 0 11 39 1 12 0 1 2 2 1 1 0 0
 2.320000E+03 66 205 0 30 0 172 1226 9969 21 66 0 24 0 1250 0 8 39 2 12 1 0 2 3 1 2 0 0
 2.330000E+03 66 204 0 30 0 173 1226 9973 21 66 0 24 0 1250 0 7 39 1 11 1 1 2 2 1 1 0 0
 2.340000E+03 65 203 0 30 0 178 1227 9968 16 64 0 23 0 1250 0 11 39 2 13 0 0 2 2 1 1 0 0
 2.350000E+03 65 201 0 30 0 183 1227 9970 19 65 0 23 0 1250 0 9 39 0 13 0 0 3 2 1 1 1 0
 2.360000E+03 68 202 0 30 0 180 1229 9965 19 64 0 21 0 1250 0 7 39 3 13 2 2 2 2 0 2 0 2
 2.370000E+03 70 202 0 31 0 181 1229 9967 14 65 0 21 0 1250 0 13 39 0 12 1 1 2 3 0 0 1 0
 2.380000E+03 69 201 0 30 0 182 1229 9967 18 66 0 20 1 1250 0 14 40 1 12 0 0 2 2 0 2 0 0
 2.390000E+03 71 200 0 30 0 185 1230 9975 17 68 0 20 0 1250 0 8 40 0 11 0 0 2 2 0 2 0 0
 2.400000E+03 69 200 0 30 0 183 1229 9968 16 69 0 21 0 1250 0 11 40 2 11 2 0 2 2 0 2 0 0
 2.410000E+03 68 199 0 30 0 180 1232 9968 16 69 0 18 0 1250 0 13 40 0 12 0 0 3 2 2 0 0 0
 2.420000E+03 68 198 0 30 0 182 1232 9966 17 67 0 18 0 1250 0 11 40 2 12 1 0 2 3 1 2 0 0
 2.430000E+03 70 201 0 30 0 182 1229 9970 16 67 0 21 0 1250 0 10 41 0 12 1 0 3 2 1 1 0 0
 2.440000E+03 67 200 0 30 0 182 1230 9971 15 67 0 20 0 1250 0 10 41 0 11 0 1 2 3 1 1 0 0
 2.450000E+03 65 199 0 30 0 181 1231 9964 14 66 0 19 0 1250 0 10 41 1 13 0 2 2 4 1 2 1 0
 2.460000E+03 68 202 0 30 0 180 1230 9965 14 65 0 20 0 1250 0 9 41 1 15 0 1 3 4 1 1 0 0
 2.470000E+03 72 204 0 30 0 182 1228 9959 13 64 0 21 1 1250 0 14 42 1 14 2 1 2 3 1 3 0 0
 2.480000E+03 78 204 0 30 0 181 1230 9966 15 64 0 20 0 1250 0 16 42 0 12 0 0 2 3 0 1 0 0
 2.490000E+03 76 204 0 30 0 184 1232 9973 15 63 0 18 0 1250 0 6 41 1 11 2 2 2 2 0 1 0 0
 2.500000E+03 76 205 1 30 0 185 1230 9964 13 63 1 18 1 1250 0 13 42 3 12 0 2 2 3 1 0 0 0
 2.510000E+03 82 207 0 30 0 190 1230 9963 12 63 0 20 0 1250 0 8 41 2 11 2 2 2 5 0 4 1 0
 2.520000E+03 90 207 0 30 0 186 1231 9972 12 63 0 19 0 1250 0 7 40 0 12 0 2 2 2 0 3 0 0
 2.530000E+03 92 205 0 30 0 184 1231 9962 14 64 0 19 0 1250 0 9 40 3 13 0 2 4 3 1 2 0 1
 2.540000E+03 97 207 0 30 0 183 1230 9967 11 64 0 20 0 1250 0 9 40 1 12 0 0 2 3 2 3 1 0
 2.550000E+03 94 207 0 30 0 185 1230 9966 13 63 0 20 0 1250 0 5 40 0 14 0 1 3 5 2 4 0 0
 2.560000E+03 94 208 0 30 0 183 1229 9957 14 61 0 21 0 1250 0 12 40 0 15 1 0 4 5 2 4 0 0
 2.570000E+03 99 209 0 30 0 182 1232 9958 13 62 0 18 0 1250 0 12 39 1 17 0 0 3 3 3 3 0 0
 2.580000E+03 105 209 0 30 0 183 1230 9963 14 63 0 19 1 1250 0 10 40 1 17 0 0 3 2 1 3 0 0
 2.590000E+03 111 209 0 30 0 181 1231 9963 10 65 0 19 0 1250 0 12 40 1 15 0 1 4 2 1 1 0 0
 2.600000E+03 111 211 0 30 0 183 1232 9959 7 63 0 18 0 1250 0 15 40 4 9 3 0 2 2 3 3 0 0
 2.610000E+03 116 211 0 30 0 187 1231 9971 10 64 0 18 1 1250 0 10 41 0 11 0 2 2 2 1 1 0 0
 2.620000E+03 118 210 0 30 0 182 1234 9968 9 64 1 15 0 1250 0 11 41 0 11 0 1 2 2 2 3 0 0
 2.630000E+03 125 209 0 30 0 183 1234 9967 10 66 0 16 0 1250 0 10 41 2 10 1 0 2 2 2 3 1 0
 2.640000E+03 128 213 0 30 0 187 1231 9965 10 64 0 19 0 1250 0 13 41 2 12 0 0 3 2 1 2 0 0
 2.650000E+03 134 211 0 30 0 179 1232 9955 9 65 0 18 0 1250 0 16 40 4 12 1 1 2 4 3 2 0 0
 2.660000E+03 136 213 0 30 0 180 1232 9968 10 65 0 18 0 1250 0 11 39 1 11 0 0 2 1 1 5 0 0
 2.670000E+03 140 212 0 30 0 181 1232 9969 9 66 0 18 0 1250 0 10 39 1 8 2 1 1 2 2 4 0 0
 2.680000E+03 139 213 0 30 0 179 1232 9972 8 67 0 17 1 1250 0 6 40 2 9 0 2 1 2 2 4 0 0
 2.690000E+03 141 212 0 31 0 178 1234 9971 8 66 0 16 0 1250 0 8 40 0 11 0 3 1 2 1 3 0 0
 2.700000E+03 149 215 0 31 0 180 1232 9975 8 67 0 18 0 1250 0 10 40 0 9 0 2 1 1 0 1 1 0
 2.710000E+03 148 216 0 31 0 180 1233 9969 8 66 0 17 0 1250 0 7 40 3 13 0 4 1 1 0 2 0 0
 2.720000E+03 150 218 0 31 0 182 1231 9972 9 67 0 19 0 1250 0 9 40 1 11 1 0 2 1 0 3 0 0
 2.730000E+03 150 221 0 31 0 179 1229 9963 8 65 0 21 0 1250 0 12 40 2 14 1 1 1 2 2 2 0 0
 2.740000E+03 148 222 0 31 0 178 1230 9969 9 64 0 20 0 1250 0 8 40 2 13 0 0 1 2 1 4 0 0
 2.750000E+03 149 222 0 31 0 177 1232 9966 7 65 0 18 0 1250 0 9 40 1 14 1 0 2 2 1 4 0 0
 2.760000E+03 151 222 1 31 0 179 1230 9967 8 65 1 19 0 1250 0 12 40 2 11 1 1 2 2 1 1 0 0
 2.770000E+03 157 224 0 32 0 181 1231 9978 8 63 0 19 0 1250 0 8 40 0 9 0 0 1 2 1 1 0 0
 2.780000E+03 157 225 0 31 0 182 1231 9971 8 63 0 18 1 1250 0 10 41 1 13 0 0 1 2 1 1 0 0
 2.790000E+03 164 226 0 31 0 185 1230 9969 10 64 0 20 0 1250 0 10 41 1 14 0 0 1 2 1 2 0 0
 2.800000E+03 163 227 0 31 0 186 1229 9968 11 63 0 21 0 1250 0 8 41 1 15 1 1 2 2 0 1 1 0
 2.810000E+03 164 226 0 33 0 185 1229 9964 8 64 0 21 0 1250 0 11 41 4 13 0 3 2 2 0 1 0 0
 2.820000E+03 166 227 0 32 0 185 1229 9969 6 64 0 20 1 1250 0 12 42 1 10 1 2 2 2 0 0 1 0
 2.830000E+03 166 230 0 32 0 186 1227 9969 8 64 0 23 0 1250 0 11 42 4 9 1 1 2 2 0 1 0 0
 2.840000E+03 166 232 0 32 0 189 1225 9964 8 62 0 25 0 1250 0 11 42 4 11 1 2 3 2 0 2 0 0
 2.850000E+03 169 235 1 32 0 189 1222 9964 8 62 1 26 1 1250 0 15 43 1 8 0 2 2 3 2 3 0 0
 2.860000E+03 184 238 0 32 0 192 1222 9975 6 62 0 28 0 1250 0 6 42 1 9 2 0 2 2 0 3 0 0
 2.870000E+03 187 237 0 32 0 193 1221 9968 9 64 0 29 0 1250 0 10 42 1 12 1 0 2 3 0 3 0 0
 2.880000E+03 188 237 0 32 0 195 1221 9967 7 63 0 29 0 1250 0 9 42 2 10 1 1 2 2 2 4 0 0
 2.890000E+03 191 237 0 32 0 198 1222 9964 6 64 0 28 0 1250 0 11 42 1 8 3 1 3 4 1 4 0 0
 2.900000E+03 195 238 0 32 0 198 1223 9970 4 64 0 27 0 1250 0 9 42 0 8 1 2 3 3 2 2 0 0
 2.910000E+03 203 240 0 32 0 201 1223 9961 5 61 0 27 0 1250 0 11 42 1 11 1 6 3 3 1 1 1 0
 2.920000E+03 211 242 0 32 0 201 1221 9973 3 61 0 29 0 1250 0 6 42 3 9 2 2 1 2 0 1 1 0
 2.930000E+03 219 243 0 32 0 200 1222 9964 5 59 0 28 0 1250 0 12 42 3 13 1 0 2 1 1 2 1 0
 2.940000E+03 225 244 1 32 0 200 1222 9971 5 59 1 27 0 1250 0 9 42 0 8 1 0 2 3 1 5 0 0
 2.950000E+03 229 249 0 32 0 203 1221 9969 6 58 0 29 0 1250 0 7 42 1 10 2 0 4 0 2 4 1 0
 2.960000E+03 235 249 0 32 0 205 1222 9975 4 59 0 28 0 1250 0 6 42 1 12 1 1 0 1 0 3 0 0
 2.970000E+03 233 249 0 32 0 208 1225 9965 2 58 0 25 0 1250 0 12 42 2 14 0 1 1 0 1 4 0 0
 2.980000E+03 236 250 0 32 0 210 1224 9968 5 58 0 26 0 1250 0 9 42 2 12 1 2 0 1 2 2 1 0
 2.990000E+03 243 249 0 32 0 217 1225 9973 3 58 0 25 0 1250 0 9 42 1 12 2 1 0 0 0 2 0 0
 3.000000E+03 241 250 0 32 0 218 1224 9968 3 55 0 26 0 1250 0 7 42 1 13 1 6 0 1 1 2 0 0
 3.010000E+03 251 249 1 32 0 216 1224 9972 3 56 1 25 0 1250 0 15 42 0 12 0 0 0 0 0 1 0 0
 3.020000E+03 258 251 0 32 0 216 1224 9972 4 55 0 26 0 1250 0 10 42 1 14 0 1 1 1 0 0 0 0
 3.030000E+03 264 251 0 32 0 221 1223 9966 6 55 0 27 0 1250 0 14 42 0 14 0 0 0 0 2 4 0 0
 3.040000E+03 269 252 0 32 0 223 1222 9971 2 55 0 28 0 1250 0 10 41 0 15 1 1 0 0 0 2 0 0
 3.050000E+03 270 253 1 33 0 222 1221 9973 3 55 1 28 0 1250 0 7 41 1 12 0 0 0 0 4 3 0 0
 3.060000E+03 273 255 0 32 0 221 1220 9970 4 55 0 30 0 1250 0 12 41 1 14 0 1 0 0 1 1 0 0
 3.070000E+03 273 256 0 32 0 218 1218 9974 4 55 0 32 0 1250 0 10 41 1 12 0 0 0 0 0 3 0 0
 3.080000E+03 284 259 0 32 0 219 1216 9971 4 53 0 34 0 1250 0 9 41 1 12 1 0 1 0 1 2 2 0
 3.090000E+03 287 257 0 32 0 221 1217 9979 5 53 0 33 0 1250 0 6 41 0 12 0 1 0 0 0 2 0 0
 3.100000E+03 288 258 0 32 0 221 1215 9967 6 52 0 35 0 1250 0 10 41 3 17 0 1 0 0 0 2 0 0
 3.110000E+03 292 260 0 32 0 221 1214 9973 3 52 0 36 0 1250 0 6 41 2 15 0 2 0 0 0 2 0 0
 3.120000E+03 297 260 0 32 0 223 1213 9974 3 49 0 36 1 1250 0 8 41 0 14 0 0 0 0 1 3 0 0
 3.130000E+03 304 262 0 32 0 221 1212 9970 2 48 0 38 0 1250 0 7 42 2 15 1 1 0 0 1 3 0 0
 3.140000E+03 305 264 0 32 0 220 1211 9971 2 48 0 39 0 1250 0 7 42 2 13 0 2 0 0 1 2 2 0
 3.150000E+03 306 264 0 32 0 221 1212 9964 3 49 0 38 0 1250 0 12 42 2 15 0 1 0 0 2 4 0 0
 3.160000E+03 307 265 0 32 0 225 1215 9959 1 48 0 35 0 1250 0 9 43 5 17 1 0 1 1 2 5 0 0
 3.170000E+03 307 266 0 32 0 228 1217 9959 3 46 0 33 0 1250 0 10 43 0 19 1 0 0 2 3 6 0 0
 3.180000E+03 310 267 0 32 0 228 1221 9959 1 47 0 29 0 1250 0 12 43 1 19 1 1 1 1 1 3 1 0
 3.190000E+03 311 266 0 33 0 231 1225 9962 2 46 0 25 0 1250 0 10 43 3 15 1 3 1 2 0 3 0 0
 3.200000E+03 310 263 0 33 0 230 1226 9967 1 50 0 24 0 1250 0 7 43 2 16 2 2 1 1 1 1 0 0
 3.210000E+03 303 264 0 32 0 233 1225 9967 3 49 0 24 1 1250 0 8 43 2 15 0 0 1 1 3 3 0 0
 3.220000E+03 309 265 0 32 0 234 1225 9967 3 46 0 25 0 1250 0 6 43 1 18 0 1 1 1 2 3 0 0
 3.230000E+03 311 265 0 32 0 232 1225 9968 3 46 0 25 0 1250 0 8 43 0 16 0 0 1 2 1 4 0 0
 3.240000E+03 314 263 0 32 0 233 1225 9972 3 46 0 25 0 1250 0 6 43 0 15 1 0 1 1 0 4 0 0
 3.250000E+03 318 264 0 32 0 235 1225 9966 4 45 0 25 0 1250 0 9 44 2 16 0 0 1 2 1 3 0 0
 3.260000E+03 323 263 0 32 0 236 1226 9969 3 46 0 24 0 1250 0 9 44 2 11 1 2 1 2 1 2 0 0
 3.270000E+03 328 264 0 32 0 240 1225 9962 1 46 0 24 1 1250 0 13 45 2 15 2 0 1 2 1 1 1 0
 3.280000E+03 327 264 0 32 0 246 1227 9960 4 47 0 23 0 1250 0 7 45 3 20 1 0 1 3 1 4 0 0
 3.290000E+03 325 265 0 32 0 248 1228 9965 2 45 0 21 1 1250 0 6 46 3 18 0 0 1 2 2 3 0 0
 3.300000E+03 328 264 0 32 0 248 1230 9965 3 46 0 20 0 1250 0 10 46 1 13 0 2 1 2 2 4 0 0
 3.310000E+03 330 266 1 32 0 250 1228 9956 2 46 1 21 0 1250 0 11 46 3 15 0 1 3 3 4 4 0 0
 3.320000E+03 337 267 0 32 0 249 1228 9956 3 47 0 22 0 1250 0 10 46 2 19 0 1 2 4 3 3 0 0
 3.330000E+03 348 266 0 33 0 250 1228 9955 3 47 0 22 0 1250 0 10 46 4 17 1 0 3 4 2 4 0 0
 3.340000E+03 352 268 0 32 0 252 1227 9959 4 45 0 23 0 1250 0 9 46 1 18 0 1 3 2 1 5 1 0
 3.350000E+03 352 270 0 33 0 254 1227 9959 3 45 0 23 0 1250 0 11 46 0 17 1 4 2 2 2 2 0 0
 3.360000E+03 356 269 0 33 0 253 1227 9962 2 47 0 23 0 1250 0 6 46 2 17 1 0 2 2 3 3 2 0
 3.370000E+03 358 267 0 32 0 254 1228 9961 1 49 0 22 0 1250 0 9 46 2 18 0 0 2 2 3 2 0 1
 3.380000E+03 361 266 0 32 0 254 1230 9961 2 50 0 20 0 1250 0 6 46 1 15 1 2 4 4 2 3 1 0
 3.390000E+03 371 263 0 32 0 254 1229 9962 1 53 0 21 0 1250 0 11 45 1 15 0 0 2 3 2 4 0 0
 3.400000E+03 373 263 0 32 0 254 1231 9968 1 51 0 19 0 1250 0 5 45 0 15 0 1 2 3 2 3 1 0
 3.410000E+03 379 264 1 32 0 257 1231 9955 2 50 1 17 1 1250 0 9 46 1 19 1 3 3 3 2 4 0 0
 3.420000E+03 380 266 0 32 0 255 1231 9954 2 49 0 19 0 1250 0 9 46 3 19 3 0 2 4 3 3 0 0
 3.430000E+03 386 267 0 32 0 258 1231 9952 1 50 0 19 0 1250 0 13 46 3 17 1 0 2 3 3 5 1 0
 3.440000E+03 392 266 1 32 0 259 1229 9948 2 52 1 20 0 1250 0 15 46 1 23 1 0 2 3 3 4 0 0
 3.450000E+03 397 268 0 32 0 257 1227 9950 1 52 0 23 0 1250 0 13 46 2 21 0 2 2 3 3 3 1 0
 3.460000E+03 399 268 1 32 0 258 1225 9948 1 53 1 24 0 1250 0 13 46 3 21 2 0 2 4 3 4 0 0
 3.470000E+03 407 271 0 32 0 258 1224 9954 2 53 0 26 0 1250 0 9 46 2 19 0 2 2 4 3 4 0 1
 3.480000E+03 406 271 0 32 0 261 1225 9954 2 52 0 25 0 1250 0 10 46 0 19 0 0 3 5 4 5 0 0
 3.490000E+03 411 271 0 32 0 260 1226 9947 1 51 0 24 0 1250 0 10 46 2 18 2 0 3 5 4 9 0 0
 3.500000E+03 414 270 0 32 0 264 1226 9943 1 50 0 24 0 1250 0 13 46 1 16 2 5 4 4 5 7 0 0
 3.510000E+03 418 271 0 32 0 270 1226 9947 0 48 0 24 0 1250 0 8 46 0 20 0 1 5 6 6 7 0 0
 3.520000E+03 425 272 0 32 0 275 1226 9943 0 48 0 24 0 1250 0 13 46 2 21 0 2 5 6 4 4 0 0
 3.530000E+03 432 274 0 32 0 277 1226 9948 1 48 0 24 0 1250 0 14 46 1 20 0 0 5 4 4 4 0 0
 3.540000E+03 440 274 1 33 0 278 1225 9952 0 46 1 24 0 1250 0 9 46 2 19 1 1 4 5 3 4 0 0
 3.550000E+03 446 276 0 32 0 282 1225 9947 0 45 0 25 0 1250 0 11 46 2 18 0 3 6 5 3 3 2 0
 3.560000E+03 450 276 0 32 0 281 1224 9952 1 47 0 25 1 1250 0 10 45 0 18 1 1 5 5 4 4 0 0
 3.570000E+03 452 277 0 32 0 282 1225 9949 1 46 0 25 0 1250 0 7 46 1 21 2 1 5 5 4 4 0 1
 3.580000E+03 456 276 1 32 0 286 1223 9942 1 48 1 25 1 1250 0 13 47 3 21 2 1 5 5 4 4 0 0
 3.590000E+03 458 275 0 32 0 285 1226 9945 1 49 0 24 0 1250 0 12 47 2 20 2 1 5 5 3 5 0 0
 3.600000E+03 461 277 0 32 0 287 1224 9949 1 48 0 26 0 1250 0 10 47 4 17 1 1 6 5 3 4 0 0
 3.610000E+03 466 277 0 32 0 286 1226 9947 1 48 0 24 0 1250 0 8 47 3 20 0 0 5 6 5 6 0 0
 3.620000E+03 465 278 0 32 0 291 1224 9952 2 45 0 26 0 1250 0 9 47 1 17 1 0 5 5 4 5 1 0
 3.630000E+03 472 282 0 32 0 293 1223 9953 1 44 0 27 0 1250 0 8 48 4 17 0 1 5 6 2 4 0 0
 3.640000E+03 475 283 0 32 0 293 1223 9950 1 44 0 27 0 1250 0 10 48 4 17 1 0 5 5 2 6 0 0
 3.650000E+03 478 285 0 32 0 293 1223 9954 0 44 0 27 0 1250 0 10 48 0 17 0 4 4 4 2 5 0 0
 3.660000E+03 482 284 0 32 0 294 1224 9952 1 43 0 26 0 1250 0 10 48 1 19 2 2 4 4 2 4 0 0
 3.670000E+03 488 283 0 32 0 299 1225 9949 1 43 0 25 0 1250 0 10 48 1 23 1 2 4 5 2 3 0 0
 3.680000E+03 495 286 0 32 0 303 1224 9952 0 43 0 26 0 1250 0 8 48 2 20 1 1 4 4 2 4 1 1
 3.690000E+03 495 286 0 32 0 301 1226 9949 1 42 0 24 0 1250 0 14 48 2 20 1 1 4 4 2 3 0 0
 3.700000E+03 498 286 0 32 0 300 1229 9945 1 43 0 21 0 1250 0 16 48 3 20 0 1 4 4 3 4 0 0
 3.710000E+03 496 285 0 32 0 304 1230 9947 1 43 0 20 0 1250 0 13 48 1 22 1 0 4 4 3 5 0 0
 3.720000E+03 493 282 0 32 0 304 1230 9948 1 46 0 20 0 1250 0 14 48 0 17 1 2 4 4 4 6 0 0
 3.730000E+03 499 282 0 32 0 302 1231 9952 0 46 0 19 0 1250 0 11 48 1 20 2 1 4 4 2 3 0 0
 3.740000E+03 508 283 0 32 0 306 1230 9949 2 45 0 20 0 1250 0 12 48 3 19 0 1 5 5 3 3 0 0
 3.750000E+03 512 283 0 32 0 306 1230 9950 1 44 0 20 0 1250 0 13 48 3 20 0 0 5 4 2 3 0 0
 3.760000E+03 520 283 0 32 0 310 1228 9956 1 43 0 22 0 1250 0 8 48 3 19 1 0 4 5 2 2 0 0
 3.770000E+03 523 280 0 32 0 314 1228 9953 0 44 0 22 0 1250 0 10 48 3 21 0 0 4 4 2 3 0 0
 3.780000E+03 520 280 0 32 0 317 1228 9949 2 45 0 22 0 1250 0 11 49 1 22 1 0 4 5 2 5 0 0
 3.790000E+03 520 282 0 32 0 317 1227 9949 1 45 0 22 1 1250 0 8 50 2 24 0 1 4 4 2 6 0 0
 3.800000E+03 520 282 0 32 0 315 1228 9949 3 45 0 22 0 1250 0 10 50 1 22 0 1 4 5 2 6 0 0
 3.810000E+03 521 282 0 32 0 312 1228 9953 1 45 0 22 0 1250 0 11 50 3 17 0 0 4 4 3 5 0 0
 3.820000E+03 523 282 0 32 0 318 1228 9947 1 44 0 22 0 1250 0 11 50 4 23 0 0 4 4 3 4 0 0
 3.830000E+03 525 284 0 32 0 321 1227 9947 0 44 0 23 0 1250 0 9 49 4 20 4 1 4 4 2 5 0 0
 3.840000E+03 530 286 1 32 0 319 1225 9955 2 43 1 24 0 1250 0 10 49 1 17 1 0 4 5 2 5 0 0
 3.850000E+03 533 287 0 32 0 320 1226 9952 2 43 0 24 0 1250 0 10 50 3 16 1 0 5 6 2 5 0 0
 3.860000E+03 539 286 0 32 0 326 1228 9955 0 43 0 22 0 1250 0 7 50 1 17 1 0 4 5 2 7 1 0
 3.870000E+03 546 287 0 32 0 324 1227 9952 0 43 0 23 0 1250 0 11 50 2 15 1 1 5 5 3 5 0 0
 3.880000E+03 548 286 0 32 0 323 1227 9953 2 39 0 23 0 1250 0 10 49 0 18 1 0 4 4 4 6 0 0
 3.890000E+03 561 285 0 32 0 324 1225 9956 2 41 0 25 0 1250 0 9 49 2 17 0 3 4 4 2 3 0 0
 3.900000E+03 563 286 0 32 0 325 1226 9959 0 41 0 24 0 1250 0 5 49 1 19 0 1 4 4 3 4 0 0
 3.910000E+03 565 287 0 32 0 324 1223 9951 0 43 0 27 0 1250 0 10 49 0 18 2 0 5 6 2 5 1 0
 3.920000E+03 569 286 0 32 0 326 1224 9948 1 41 0 26 0 1250 0 11 49 2 18 1 1 5 4 2 7 0 1
 3.930000E+03 572 286 0 32 0 327 1223 9946 0 42 1 26 0 1250 0 9 50 1 19 2 1 6 5 2 7 2 0
 3.940000E+03 576 290 0 32 0 328 1224 9941 2 41 0 26 0 1250 0 12 50 2 21 1 0 4 5 6 7 1 0
 3.950000E+03 579 291 0 33 0 334 1225 9940 1 42 0 25 0 1250 0 14 50 0 21 3 1 4 5 5 7 0 0
 3.960000E+03 580 289 0 32 0 340 1225 9944 0 45 0 25 0 1250 0 11 50 2 19 0 2 5 5 6 6 0 0
 3.970000E+03 583 291 0 32 0 346 1224 9940 0 44 0 25 1 1250 0 12 51 3 21 0 4 4 5 5 6 0 0
 3.980000E+03 589 290 0 32 0 344 1225 9941 0 44 0 24 1 1250 0 10 51 3 22 0 2 5 6 5 6 0 0
 3.990000E+03 591 289 0 32 0 342 1228 9947 0 44 0 22 0 1250 0 9 51 2 18 3 1 5 6 4 5 0 0
 4.000000E+03 595 287 0 32 0 344 1228 9946 1 45 0 22 0 1250 0 13 51 1 20 0 1 5 6 4 4 0 0
 4.010000E+03 598 289 0 32 0 345 1231 9937 1 45 0 19 0 1250 0 14 51 3 22 1 2 5 6 5 4 1 0
 4.020000E+03 601 288 0 32 0 347 1232 9936 0 45 0 18 0 1250 0 13 51 5 22 1 1 5 6 5 6 0 0
 4.030000E+03 601 289 0 32 0 350 1233 9937 0 44 0 17 0 1250 0 14 51 2 22 0 3 5 6 5 6 0 0
 4.040000E+03 606 290 0 32 0 351 1233 9936 0 42 0 17 0 1250 0 19 52 3 18 0 1 6 6 5 6 0 0
 4.050000E+03 610 290 0 32 0 356 1235 9945 0 42 0 15 0 1250 0 10 52 2 18 1 1 6 6 5 5 1 0
 4.060000E+03 616 289 0 32 0 356 1235 9940 0 46 0 15 0 1250 0 11 52 4 20 0 1 7 6 4 7 0 0
 4.070000E+03 624 289 0 32 0 359 1235 9939 0 46 0 15 0 1250 0 11 52 1 20 1 0 6 7 6 8 1 0
 4.080000E+03 632 291 0 32 0 361 1234 9940 1 44 0 16 0 1250 0 12 52 1 20 1 1 6 7 5 7 0 0
 4.090000E+03 637 294 0 32 0 364 1232 9935 1 43 0 18 0 1250 0 14 52 3 20 2 3 6 6 3 7 1 0
